Creator,Ponzi_Addresses_Count,Ponzi_Addresses,Non_Ponzi_Addresses_Count,Non_Ponzi_Addresses
0x4b889af49704b0419ff1f263d1fae5ddcc5eec61,0,,2,"0xdbc8ffcb50fb8f4ce12fff0960e6b955ac61bc95, 0xfb439ff5e5085832e140a69d17218c7047c7421d"
0xd3cfd7bd4bc8025295bc2868695e199c68cabf37,0,,2,"0x82871e14abf646925166a7d3a88e99c225a158b3, 0x8fa1ead5d8d774b27d288711abe4d4258224ae26"
0x387792f7d2aa6e7fa1312261cf36f5f6f6b97c00,0,,3,"0xedc7378a93d782e382a2c76cc6bccfa4a723549b, 0xe9aec9c2a03d06243fffb907f6ce377e3c5c8936, 0x96a65609a7b84e8842732deb08f56c3e21ac6f8a"
0x44382eaa886d7cc9c2c228751fd56b41762c1bc0,0,,3,"0x0297c3970da02bb88a411d3665e0e2ecfad20206, 0xafabe4280633530a015150f6acf2993112db6817, 0x3f17af8d4e950ecce6f24bfaf0e43a56d8fb3491"
0x3730e2bcbd7cfe307f08e189284d03c4964f3d9f,0,,2,"0x48ee772b8c8927d8d32afc8961fbc177fb723637, 0xb23fecec4202b868c228ac0a59cc12a9f93bd605"
0xe9ae01d74f2939aeb1fa652462e7ad878358d4e5,0,,2,"0xf41f1d6294b62be38d5a378ab0e769eb8b843228, 0xcd619ad647357868dd5987b0ce4886bf61cfac32"
0x2700c695b8126d3ed4422301e77af7b7e0711ad7,0,,2,"0x46492473755e8df960f8034877f61732d718ce96, 0x025abad9e518516fdaafbdcdb9701b37fb7ef0fa"
0x73fdcc6552b6bc79ada5af3d3ac64678727a25b3,0,,4,"0x3f9b89dc8190f8fac46def0bdd5eacf826c50408, 0xdf9e97970c953ff6730b155845fb7bbd5ae72abf, 0x77a9fe3e5b0589cce65f1b1848ce8162abae9cf7, 0x9cb9eb4bb7800bdbb017be2a4ffbeccb67454ea9"
0xb92aac7f1db2ac60415257ef15796fd4edb7b932,0,,2,"0x6d85320c086aee2ecd2693855fb2164c494fd251, 0xf46ede17c0bab20d87cd079a2632f71433a407b9"
0x302643bb62225de5ba15da744d21f25809dd71cc,0,,2,"0xc4ce91d1ac3032ef734bbecd2af41f10c0f293ef, 0x52324aa1fdfaa263bb7cd102ef9dfcc615df6023"
0x665d17c5c22c026ffa6db903d2651dda7eb2a35b,0,,2,"0x66ef3023dc2272e5dac8c5d427c2fa7d378631de, 0x03806ce5ef69bd9780edfb04c29da1f23db96294"
0x77c31f451a67054c1d17167c8b6b48463f494fe6,0,,2,"0xbbca42657b1aecf77afde117ef095dc7c9d37c3a, 0xce5dec547ef1b7444e0b98449acb6058b791002a"
0x71544d4d42daab49d9f634940d3164be25ba03cc,0,,2,"0x158a96da5dcd1ade84ac11ac952683c0ee3516ab, 0x55fc04a73f058832b4f3498dc83ceb6e53a9e314"
0x02a97ed35ba18d2f3c351a1bb5bba12f95eb1181,0,,11,"0x31abbfe28890a515241f68c5c75958475174d2a2, 0x563383b56367ff2afffe5c6bcf9187bbe52d40ad, 0x16f3c79f914315ef3370cb6fcebc6f50b10df6fd, 0xcec62c4decf55dd01bbe7c236bdc0f722b8f4196, 0x2880163d22b8742a8736b21ae9f8b7f239a22243, 0x941995615e760a95a684513f5ffb12f16a343aae, 0xf728b0abdd7f796a79c3de6af7b7819418be20be, 0xd64f60148a99c12d18c9cec6140b772364814c83, 0xc182cbaa9b194bcaabc87c468950b859fba732a1, 0x35d492bee1e166e30ce63eeaec050afd9e7340b2, 0xd3bf635748f1d0a1063f1120950d4114da382662"
0x00b9deca66b54ed218cf23dfe3d4fe8c62db8e89,0,,3,"0xbdfcdf0ad3c89df471808c687be20c169dffebd8, 0x91fe28b2e059cb89aab4c763fc059bdb73e6bdc8, 0xbec44ea78be5192f1fae223b9e78894236871e0a"
0xfdca3d37feacdb6f45ce1707196b6314eb6d43fc,0,,2,"0x4b37d3d8519172597a6a49c8079208dc1ef994ee, 0x480ec0cd951e42c626cf8db18e5ed99da076e074"
0xaf773cb251d81178a611ba74e279bbaddce560c2,0,,3,"0x3dd88b391fe62a91436181ed2d43e20b86cde60c, 0x006bea43baa3f7a6f765f14f10a1a1b08334ef45, 0x40349a89114bb34d4e82e5bf9ae6b2ac3c78b00a"
0xac906c9e79c743ed329a59cf8be2e52a731e5327,0,,2,"0x769e1d60e7ae9be3239125fb79a30f028b7f23df, 0x0b4940b7b951ae6319d9f540cda0b85753ef7cd8"
0x56298a4e0f60ab4a323edb0b285a9421f8e6e276,1,0x871ae94d2375f7a0d2fa584d0201c67ed2d35103,2,"0xceb279c001177101d4736d1fb2ba6133d0ea9fde, 0x9aca6abfe63a5ae0dc6258cefb65207ec990aa4d"
0x857f57ad0b6e56c342fab5ea9fa92eb792341cde,0,,2,"0xa3875f233ecd13daaedd5c7cb25238e6b04b42af, 0xd95bf36bc80f2eea5d7b8363af08c87c55d42083"
0x0276ad7217d72346ffa16daa81a01bbe6e91910f,0,,2,"0x2c39f92294f436c956f12dcd801a3181e77f8851, 0x2a749bac8b1d129038a739fa7cf52d476e9f7845"
0x998e85922db63cd170fc7acb6f7d6ecdaff12afe,0,,2,"0x188a6adc5fa83e44c6399310dd388e2772304aac, 0x7c48c6bf45510e06d9115e5f0a3722246478b449"
0xa0db2117c0418542f3143d7dcf77e836b47ce2bd,0,,2,"0xe3b16b13b990d66f2b51523d472706e6664eae54, 0x516e5436bafdc11083654de7bb9b95382d08d5de"
0xac4a5d98736fb12a3423edb7a8719dace80e6d1a,1,0xed59cf07c469f071fa1eb268f3b62d744ae572c0,3,"0x230cacd4242bdb5b9f7178eb1db0ad109ec76ca0, 0xe473295e0561678f67bf7e39204412006b6ad273, 0x6cdccb2b249298419ab3dea261a92fbacf2223ab"
0x934b1498f515e74c6ec5524a53086e4a02a9f2b8,0,,2,"0xb16dab600fc05702132602f4922c0e89e2985b9a, 0x1a9c1c1914a20fe9ae67b25913ffb8227c5cb617"
0x4bcc85fa097ad0f5618cb9bb5bc0affbaec359b5,0,,16,"0x8c114e498af111f1e2185e34880b59880f1c36ce, 0xa47178da1119218bc2a8dd9e3251ee89b7c7e7f0, 0xdd7efdbe9e150f6dcc4e67e66a8c2ce3433529dc, 0x23a20f8e0b5c79f39a2b4395a610a60fb30bc71d, 0x95b5a10ed52b84edd61d8205bb946323fcaedbec, 0xff1560afef58be59b11c72734ad1d89db63e4e71, 0xa4f3a457c97a96b624d5046ee5695388033327ae, 0xf55acf113cb1628f27b23d61fe6df12f43294694, 0xed17658ad6b3fe87c7dc7323d0e77c4116a23626, 0xf726f32bb37349f4a44d4022504a3182113c6f14, 0x045c60df00aa2b7ff1753ee81b57bfe5e290e732, 0x011d9dfb4681f2d2245bbb04edd6a9eedf361e5c, 0xcba7b30af6e17ab71f89cccb886ae65f7b212c56, 0xa6e7172662379f1f4c72108655869abdbb7f7672, 0x414a609238afc34060d1d2d535b11371dc18071f, 0xfe4b3f29ad96f0422b873d47a9848e9920f9ded7"
0x0bf213352b94b82b2fc1c5b936f16096f0bc7665,0,,2,"0x41c6145c8d51c5fe2b043b61cd84324998a8d42e, 0xcd8aac9972dc4ddc48d700bc0710c0f5223fbcfa"
0x1e9504fe8d9617f1d7347b446efd06a02bf679e5,0,,2,"0x9140764f812ee8c8a5e05f946a01174ba7791f4e, 0xd77fc35cc9007557dcd18bfe26fe66f1ea3a0e7f"
0xdd134168e2c5c54a287ccfdf7635fe55de9dc201,0,,4,"0xb3f4088c7f54941966f6da9eb9c2fcd77178bf54, 0x39b05c0c94ad5c6231086fa5dfd30f14aa02a4fb, 0x96c480758f58454d50cf15d13a29de76ee7c8eed, 0xa199f67444e0af1150aecc025242d385ebc37247"
0x87fa84280fe72603330b7e538120b9c2f5eda9d1,0,,3,"0x1aab203736f025a63751041d9b1c724f3e78a854, 0x2969cd3423181c8d01dacc4ab421715966f46103, 0xf463434733b26c6f5e79eb9dbde4b508dedda95c"
0x767355382fccc2c6e9b4c26ccbaa0398dfb76bbd,0,,6,"0x201899a8d326626001daf0f31500ae43a8627307, 0x8dc67fcd39298982832f3302a9f975caa53eaec6, 0x59a3b625ee9f31dbc9a5f45b63047237d4c87d46, 0x41643089590c305b56521b06563954447019f5e6, 0xf577cc8d2484bbade6dfbc7479bd1db4582ec17d, 0xe54bd50a40089d71d1e43886f74c0eee8806b971"
0xef8e91b91df1fc1a1c96d97cec1f8533d8b12807,0,,9,"0x678105d3ea35a0465a2968b93f592c0775087694, 0xd6cab260d719b1691982f7620acf0ca0708cb2fc, 0x82c2c4c70649b19c9f4cc5e1e8f20c8233f6cfe1, 0xdc448e8a2a92a5ce799b197e982d773c605318a4, 0x178abbc1574a55ada66114edd68ab95b690158fc, 0x010583963f3ae4929253975ebd6bab0066870828, 0xad2ffb12f09e7886309ffd5b26d6262f1b52cb45, 0xb2d5e50ce6b7304c645d431243fa809492d777de, 0x0cf2887c3ec7bf6bdb79fc6ebe0bc0a98a6d2593"
0xc0df5c806a25dd5769b47e446cb0a9de22f69999,0,,2,"0x59524c5088fa3a7a1c441940061219c65b486474, 0x67499a8bcdd401ee18c1f8a62c903edbc1883954"
0xb52475367c547b9ef7f6dd3834d3be0fca8624dd,0,,2,"0xad8467896a1eb71c47c753ff58e780b72d26ff2e, 0x017a5d8d82afaa22bc29d75013d6ff3656e90851"
0x00bb97921b83dc5408105269558de38c911307fb,0,,3,"0xbb13e608888e5d30c09b13f89d27631056161b9f, 0x0bb3b818a83cfd8c1c86082a4ce191188ebd8f12, 0x6ec8a24cabdc339a06a172f8223ea557055adaa5"
0xd28ea4239ece8d0e45d5e559cbac9482ff69dbcf,0,,2,"0xe43b76436b7146e8b8c4a167831bbe0421335aed, 0x700d594cfc1744e10957367cfd8e4d35445e8bd9"
0xccb0f2346e0c610f1738c439f884f530fc8591f7,0,,2,"0x29aa20fb9b23421e310bdb8a7cfb81d7fbb4a1b3, 0x4c13184721de2d1b47a8875775ba3ce0b2e00ee0"
0x91bb02a62a6f39d8733613b6cf305dfad349d74b,0,,3,"0x1389d3485a6d440f23855e538e3656230cf25d0f, 0x516b55c0fdff1ff787c31ee5b8456bd9147de0ee, 0xc936a131b1f1576ccadb8196d91ecbf108d11d01"
0x69fa760e0b70439c65c1ee538a19830ce04f69b7,0,,8,"0xdd629af826f9290b2009a3c0722eb424dd692495, 0xaecd36312b8f633810a6a06b722f3d15d26973c6, 0x2db8f59b5567c77d6699d52573b39035011cab5c, 0x1a0da9ddec1fea406f470b76ded30abe17abbc87, 0xf716980850c173588073554703f5d73601c0433a, 0x0ac3f549b293f6ed67d8f765bb0d6bf86053a886, 0xb8a202bf1da6a35786d8333f6d040830415638bc, 0x1fa1a89f72c1011122e62261bb962b123ac40a76"
0x1e3994bb65934b7d3b7ee798f4237334700ae264,0,,2,"0xaaa22ea7ae573b7176c5d731565fb18732f640fe, 0xbbb5f545846bc9057c3d26686397ce89a1609b7c"
0x6863b16d476d1975e3f9c1aa494148678a1e13c1,1,0xfea61dbc3b9882efcd139a5e28b32234b9c76aea,2,"0x9697c90f963486409ae57c13db9c74c5cae3fb29, 0x85f1752fcaf37c45aa77d677e54e94f533c49874"
0xb1576a6a8cb5d1e03ee6dfc01f30c35ed1275d6c,0,,3,"0xd3c00772b24d997a812249ca637a921e81357701, 0xfed8dfb896ff7081851c56a2652240568d2c513f, 0xb2f6ebe8e606e7b18c78b19a3c5969618fa599da"
0x42abdd654de6aba2d157a1ba39245ea596eb9717,0,,8,"0xe28942df3b9502193a3547e6f6bad16ce63b1e2d, 0xaf34a44ebf712ab571730bd0768dcb93572e246e, 0xc0adf1ccc703a0a3393892600883a1a91a4e38de, 0x8dc46946d5e56a780ee21ee6029af675a46e39bf, 0xf87865c9e297c4373714a0c29990f47408848b82, 0x8302d67bdc44dc0457e0c80312142dd353c9948d, 0x549b38e8e5fb1ba4acd4187d8b7c8a04deb53206, 0x40658db197bddea6a51cb576fe975ca488ab3693"
0x79ea1ecfb216467ab593d7a0cccf5674849896dd,0,,2,"0xfdacec5a4158bb578c0a079a7dc3516f319460b9, 0x39246080d8522b0780aff6da1733a21d7d6ff1ef"
0x1ce8187330aa50a44de0b0bc2e56254fff78d477,0,,2,"0xf4b8ccc5734ed7d2d8beb5fddd223d25e55748bc, 0x7a2770fc68c659b0255d6d80bed82c7b0f163d6b"
0x864b7294274f8b1fb34faaba8bfc30e72cffe45c,0,,2,"0x46309389fb1bf3adf73cfee86d0ded347adb88f8, 0x4e29e281ed7bac9c4a3b93f5a2b1b8920916b17e"
0x0006b2c810f77f28aa30eeb6508af12730b87370,0,,2,"0xf8e386eda857484f5a12e4b5daa9984e06e73705, 0x5f6a9a1b4587759dcfec19f6c8e207e73ed988b8"
0xd2d641977d21a1dc7758eb619dd5960423ade86e,0,,4,"0x089a6d83282fb8988a656189f1e7a73fa6c1cac2, 0x1eb0d4794d4067ed004c9d55ff6eb50620b27c58, 0x9c40531a9df59a2b548fb659af6ff48d80d5d035, 0x00674045bb7c17f0aa1cde34780d6c51af548728"
0x63dbbadf21c696186ec22bdfd5ed486e013c50b3,0,,3,"0x7ab1ab85fd3b4aaec73866c0bd646c301a1a6825, 0x8aa7fb11ed6893c8fea046a7f847fb834d9a9133, 0xce46f8562eae3b1d7632be1e6da0553a2796a404"
0x4667d14861def282b68bd25e709caf788cef06ff,0,,2,"0x99892ac6da1b3851167cb959fe945926bca89f09, 0xe68b7aa92f5a71184bfcb42f2a5ec5711e16afe7"
0x3083f095075c4f79ee5ed73f5691fbf9002d003f,0,,3,"0xa4e0f0bc5fe93cf8951c7dd2c276e1fc07a32bea, 0x4ab4710b12409af36472d1ca43d48b4c82919328, 0x3a81aa1bc9747d73768a9e3b8b5491744bd7a0cf"
0xa97f8ffc8f8e354475880448334e4e99a0e7212f,0,,2,"0x39fad5cdc35e46bb64598519e00c9419ce121c9d, 0x60cd862c9c687a9de49aecdc3a99b74a4fc54ab6"
0x6773c81c54ef618231ac54fbf35aac81435b06fe,0,,3,"0x66803a2fc3bf02ad16809637756a68586276be16, 0xab407a06a1e77c033e1d5f21a2045789b204fd51, 0xd3cbcbc2499269ad5d2b0f58de58628a258d938a"
0x7fa5c2ba4b6b7a68c1fe26c485ec4f1b93e2a2e2,0,,2,"0x427e4f8903ba5bbb08ddc9186da285e6b18da588, 0x9d6039c008e7e553fe76cf52a7d6aaf1bc807a86"
0x850f1e4efb7f298c6c47070640a9d278089a4776,0,,2,"0xbc8645af8aed2dd77c04639d2f338f4e09b6adca, 0xa7d625031fa8f6b975cf6281eeab974b2e8e2029"
0x2c581a1e1d42ffa1c563af1dbf3590c26ed0c255,0,,3,"0xf374513c7c61183dcbeaa42252f050706802f116, 0x9c113186cc4c56697bbe40f7617ffdc66d41c7da, 0x7b97561bc610d061727d4cd07408423397aabac7"
0xb514431d5f4829fdb0390d7b280c9b7d2201206a,0,,2,"0xed247980396b10169bb1d36f6e278ed16700a60f, 0xcdf89e7f44fcc837630fb4a10387ca81eba6932a"
0xce05a8aa56e1054fafc214788246707f5258c0ae,0,,5,"0x87710139a7dd3f5be464acb1af9b016a8361b97d, 0x6fb25777000c069bf4c253b9f5f886a5144a0021, 0x17f2892418d1765691c7e43c682db83b60b3ddd2, 0xeaf2ed8cddb811593705e6f2b0c312ebbe0a0a75, 0x942ffef843d37805c59f30fabb99b46aad135288"
0x12bb663be36350ab7c356a29a704d2dbb055cf43,0,,2,"0xe2f45f1660dc99daf3bd06f637ab1e4debc15bde, 0x456c4350eefd17315713b265d8be8b6063a5fab8"
0x0d80e86f5855affaea85bc424066c0f9ce1e40ad,0,,2,"0xad86ef88e72f87ca2b4476d9fc4b0b0cbf1f3d8d, 0xba5f11b16b155792cf3b2e6880e8706859a8aeb6"
0xbb97a82d51fb28060e1c5ee25837116db63a4565,0,,3,"0x1e33c0f122e136152b3c8725bb57af20ea94370b, 0xcaa621a926389d8e6138cd93e9976ffb52bd4eb6, 0xdf68995f07882120b44da1d0fabf41ca1681deec"
0x998dc1d6bff8ed2621fbc21d78c86de300d3989a,0,,2,"0xbca13cbebff557143e8ad089192380e9c9a58c70, 0xc14b3688295a89c58dba9b01c6fb037d39e030ea"
0x70c8820b52d88b74edeabdfc24ce1ed4ddd09064,0,,2,"0x2d358778da80081cd7f5865c5b7c49f45ebaa7cb, 0xeacc5ac1faf321506580a5e2c1e32b67a8709720"
0x5b3b319e64d5761bf3595fd12f0ab0f331cbb818,0,,3,"0xa8f93faee440644f89059a2c88bdc9bf3be5e2ea, 0x85b794252e7f1b2b24392a5267ff2086c0c3d7d1, 0x202bd96042127975114d8b2b1f0ef429a235313f"
0xa3b2d1087bcebe59d188a23f75620612d967df72,0,,10,"0x50fbe8a6e0deed2dfa7821644353de11a6e874e4, 0xe41d2489571d322189246dafa5ebde1f4699f498, 0xdb63d40c033d35e79cdbb21430f0fe10e9d97303, 0x606af0bd4501855914b50e2672c5926b896737ef, 0x8da0d80f5007ef1e431dd2127178d224e32c2ef4, 0x01d9f4d104668cdc0b6d13c45dff5e15d58d8f28, 0x12459c951127e0c374ff9105dda097662a027093, 0x2956356cd2a2bf3202f771f50d3d14a367b48070, 0x926a74c5c36adf004c87399e65f75628b0f98d2c, 0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9"
0xfddbb40dc44524f35d8fa7daac3cb8f4fa745c26,0,,3,"0xe5a89eb6b03d8b176d0eca7cf78d58d5ff499ae4, 0x68623fdf159dbdb7d1547d3050821ce57448aa47, 0x1142e1f922cde42756741b4e16ddc5a87ee94b3d"
0x9240d026eba50f85c79c74ef1c192c7e483c72a9,0,,2,"0xeeac3f8da16bb0485a4a11c5128b0518dac81448, 0xa6d3ab499f7b20ce2a9ab5660415ccc19e42c4df"
0x00390a79c6ed2c0dae113ab05dd83d2b6d4e6953,0,,2,"0xa10ef63266c7841c81ea631166864bffe1e5b287, 0xbc0f2fd3a3f5a625e23ec5dc07b49cf8ae1dac2b"
0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,0,,3,"0xb2233fcec42c588ee71a594d9a25aa695345426c, 0xd1dd82d1ded8f40c200b89455050e9c18d918504, 0x4a96a471dae05d667648cf97fbf0ed926ced059a"
0xdd222da99a11df13a97e861383ae1b15e808e70a,0,,5,"0x499e5f8914c061ce9ef0873a67c254f90cae5a76, 0x49392a5867a4fd35cc31e366d790216daefaa647, 0x0226f84b243ec25e56844e436eec73711c613fd5, 0x4c4e2c7060f6bed1f095ee2cfc2236729b4de2e8, 0x7bb0cf2a571da6e78da7e76f7fedf5726f47a9a5"
0x61344762bd8d90148febee9397358b7420c55507,0,,2,"0x379ca5d5f053f92a60388f4ca748060c6f6664b2, 0x7ce88ceed1015ecebaed624459dd97435e77157b"
0x3baadba0da3f22e5b86581d686a2bde9a54aa0b4,0,,4,"0x4f6fe3bbefdb17e23d6e74a33482413c961569c3, 0xdaff1f98299b12d475b4725a2635e5ba291aa651, 0x02b97cca6d6a5227e464b2a60ee1a580ea4f7da9, 0x663a5ca0295231b0d88afb1c557a8d8f4c1b6459"
0x19f0a79cc41bfb0ae21139b5e8191be9ca941410,0,,2,"0x6bfd14b85d863408fc2df06cc4f9808d36930fa3, 0xcf350f59d3a5fe1a3f7f0f62f9c38650a80a915f"
0x165c74e3954817d007a2038bac8eaaed87c982fa,0,,4,"0x37f014c64d186eaf879c0033846b51924ce42584, 0xc997d07b0bc607b6d1bcb6fb9d4a5579c466c3e5, 0xffc08dd84a66775e6236e0a80ee2f340e0042f8c, 0x3c9680f1ef75693f22de279c1fb35067fc15e2fa"
0x69dc2211d6473c5d3a67e900746b79f64c3898ed,0,,3,"0x6d16d82136e4979768fdf1bf617ea5298a131625, 0xdee35d7ee9e60b6db6446114367ac52d09d3dc50, 0x44456721189001766a7157ed8f8727e819a58446"
0x956fdf7be4453e26859b0c859d236c268b79ceb1,4,"0xec34d45fde0836d50ac8438f8442002b588435c0, 0xfc4f1acaaed191715cd50b9bc5311f7ad076424e, 0xbd1e1ea13de6f320e89f33a7076b29d1a00506d8, 0x6203188c0dd1a4607614dbc8af409e91ed46def0",3,"0xe9958afac6a3e16d32d3cb62a82f84d3c43c8012, 0x7600431745bd5bb27315f8376971c81cc8026a78, 0xb091e57acf198b660396ef4b5d883a5a9c556609"
0xef99dfa18e5324f51d8f09bd12defbb8233518de,0,,3,"0x165d7220a34eedebf1e52f6db216b72fdf11b28f, 0x59fba9d2c185a872e8137285301d3d29babdf4e3, 0x28a40acf39b1d3c932f42dd8068ad00a5ad6448f"
0xaa53075b1092dcd19cc09121a8a84e708ac4534d,0,,3,"0x8fbbffe883bd8958b5324a9dba3987b4b2271379, 0xe8aa056415e56280666aa77e313564ab2e99d79c, 0xa24f50fa560d2ec57956955f929273e899994bca"
0x40ffb93dbb123335ee252efafee1505debd15695,0,,2,"0x50d33bc2b54b56c6a9283dd7fbfbab6729df77ab, 0xcd7908e55e5a152152d421fc2bf243292bac0edf"
0x6bf917b4725ad736b33dbd493ad7a4b992150dab,0,,2,"0x04830e45762f09853b398d1d03003fda7c978597, 0xa66d83716c7cfe425b44d0f7ef92de263468fb3d"
0x5cd9f1c602ca78444142568958151027b1334d36,0,,3,"0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a, 0xd850942ef8811f2a866692a623011bde52a462c1, 0x6de20d9d444354ff9b271a6ea6f9274f2467df35"
0xbd8bebf81cd2542fb0749b3b10b5de315c602d2b,0,,2,"0x7c8b63c4cf7a6009e06dc78d9a8352cd0541556f, 0xebbcdc146b536557782acb9f7869627ad92fb5aa"
0xa4e15612af5434f05b22405c574d015e54a5e13e,0,,2,"0x72cd732dcce35ae8f1bb8f0b57db644b8b2b3d7c, 0x973ca13a94eadebaf51dc9b3f74bd646fec5da96"
0xf7aa8b7eff5f640a8ff43c64cbe8eaf4c2b1175c,0,,4,"0xd3a97d46fd0c28a5a035a4e0813afe7c2c1376bd, 0xc876b7545c2b6bfac4cd82db1ebd33f70d738277, 0x34f61ff92cd0f49a358a9fdedde62898b9d70901, 0x2d3b62a8b756103e417d161c20e97e76ed5ef0c2"
0x0077da9df6507655cdb3ab9277a347ede759f93f,0,,2,"0x71161dfbf5bd789e38a4b4bb8706fdceb2436ab3, 0x0c6c78e9d5576818e6638e198bff0ce9764098b1"
0x54ad2933a06ac669642441f84048ac49fa8f9498,0,,7,"0xb9803fe3e2646ed6c5e6b774024101e7418cdee1, 0x7b06ad092541635cf83a1ff03daf713269d94a15, 0x5fdca7a3d3ec979dd5b2bfec2ecc6ad0fb0a87bb, 0x8f56c8c551f130b7d4543df73157e5e03fe05ec5, 0x22a903f2faf8093853591e4fe3188c2e46fdeefb, 0xe3a522474b86c2c01d819afc753d5a76ff35e5e1, 0xba54a9aa2a711883aa5fc87ae9e7127ba405dac9"
0x3c0b455477a611088364c6b01c5bb79ffe41a7d6,0,,2,"0xc1466074bc6daa0c388be07d35152a822230c3f5, 0xa40827ecef3154577e60cc36ccf8f3664f95f5a8"
0x69a009ffb0627d60ae9d253346d25b86a6731069,0,,5,"0x887834d3b8d450b6bab109c252df3da286d73ce4, 0x051fda7486480dd5abcf5dd742ef002a2ebb9ea0, 0x91e2ee451af57592d2a3fc33c11d1bde006ee889, 0x8c161e726e783760f5ab709fcd0d07c74cbce59a, 0xa419515d1a8393af96618a69ac4a06911f7dab6b"
0x4e287ba805baf4eec92ef948f0a6c0054bb0656d,0,,2,"0x96d0b9aa47356dc088b50d4e4ce72af31c8ae9b5, 0x2f50ab197f950e0c2184cf5d804f4141502cd987"
0x90052a133e4ef4ce7c4bddba53608f26c216619a,0,,2,"0x88963cd0ce09d78def96aa4a4e41430b65c03c43, 0x4fa09edccfdf5738a5493e40a4b5753cebc0078c"
0x7536b25a00f81c699b08728f939930282b6d49e8,0,,2,"0x36efee477f68c136139abeb219be6c2254711d0a, 0x17fd666fa0784885fa1afec8ac624d9b7e72b752"
0x6a0d0ebf1e532840baf224e1bd6a1d4489d5d78d,0,,2,"0x52f25081967ea38132d1e44e681a37956f5a75ab, 0xaaed81dd35d3d0b506fc9e7d205ea471443223fd"
0x03b3536e825a484f796b094e63011027620bc2a7,0,,2,"0x3c6ce03a4ae39d56da53fbb045cedd2d750e4531, 0x772932a7093f5f3fba00a9339abf01c47a660499"
0xfe4ac0ba89fc6a5c5878174152de1d10ecc9a6b2,0,,2,"0xc645aeaaa073d73254a49156e69b3e16bb3a25e4, 0xae80e3c15a64a5eabdc805b764f90afccf9d3964"
0x74b75bf47fbb453242bfc5c9a6b1531a853fde39,0,,5,"0x787c2fffb74f559219836a77fad6181f808b6f73, 0x08aa34bf39bd001940ec3ffdac34d694984bc325, 0x00c85c226a7899ae3c87ad2e8684d352dc83f180, 0xd0b56cbcd938aeafb41915c09594ee88f3c5c41b, 0x889930ad5b7ea9115e75c04c73209b76ab70e8c6"
0x00fee5170c113e84ac05742d4aff6408d1cf46bb,0,,2,"0x96ba8b8021be1bd508ee81ae028bc9b8c1c3e787, 0x70c4eea814bee9b74cafeca0200991bb0d8a4320"
0x144efef99f7f126987c2b5ccd717cf6edad1e67d,0,,2,"0x7288c72af505e3a6ff2712699e2a695465d353b3, 0x9f46d4faf6158c90b48b8d731faf1be0e8eea78e"
0x2488d18fe46d8cb00bc9d6f784422cd46a03723d,0,,5,"0xed37a1395e3c9db3e6543ea770b91ea0e8bd4f05, 0x51e42087549dd9282362fcbbf328f8e34b27cf66, 0x475a8101fdde7f7246e31be77dd7dcb80f25d735, 0x465556b0b461a1ed5c9be3711dbd3b3d77ba1498, 0xdba0521fba14c9601812a5e58173dda953257787"
0x0a15233b7e896e960845819e6a10f4481a3aea6f,0,,2,"0x3d212ea8cb9b5795a374956cdb193eee7802c37e, 0xa11e4ed59dc94e69612f3111942626ed513cb172"
0x0d81d9e21bd7c5bb095535624dcb0759e64b3899,0,,2,"0x9ed3b1520f60d1075c2b9a65ec8a253f9ceb456f, 0x8ac77770de6a3b690e9f3ec368fb64ba3c112cdd"
0x0aa2e357da5f9b7106ff2bead4fc6c9e9696c533,0,,3,"0xbe66ccd76e2007a2af8ae7134ad5ab4b08cc0102, 0x46706460504aa8d1ac2a9a6140a96e995de56f35, 0xdfb761b2b2fe97b098555f547dcd76b6516efc98"
0xf0bc60bc770362f079695d14122e72b28308938e,0,,2,"0xc542d8e73cbc88cd810976824a5b7feef50d32bd, 0x4ca748e2f804ed759939799cdc2de94f6cb19f79"
0x00fe593353d2ea31b691d117fe5e69eb57bc630b,0,,4,"0xff1bafaa5be1b39bcbc1f2c7c3c368421d677b77, 0x221b9e453391c24d52c551542d791206f5747c57, 0x2da22bea3c346038626bb1775c8f1e7d98d20607, 0x949c9b8dff9b264cad57f69cd98eca1338f05b39"
0xc00cc57df9f1fe1ebc9eb660e7b98a6e7cbcff21,0,,6,"0xc0354425ab97321dba1fd6a35242a6463acdcece, 0x1c1aa049d56b7ef02dca61afc4a815e9aa95240b, 0x2c4d1853a193573876ccfce414e3d9f1687ec917, 0x377dfa7bab23a798ca1fa0923bcd4d4ef2184d85, 0x5a00d3dd61b7ca41d60113de51d2304c9162adcb, 0x4f4e76761eb0a5a2992a6f3ab1c90a874450ecca"
0x288ae6c4fcb11771359f9ee33855043e76c0a8fa,4,"0xbef44157a4afbfcce76db29353b6c103a03ed803, 0x53344c813fbc35890a7304187dc920358b5acf4a, 0x3f4dd010fbbc9a9b6d95f1f53837d7e9f3befac8, 0xd92d62ce8504e5c61aa17d9a9b13c65dbd77c268",1,0x637ff298d1bd4159b914c812f4f29c490f8833af
0x0024b4725331181f697f5458978a1d031a90f623,0,,2,"0x6da1ac2756bbf05facc9a863fbe2e1a887d0d092, 0x2636e24d8c1c820ee786aa16df2085f852b677f5"
